Kind,ICAO,FAA,IATA,City,Name,Latitude,Longitude,Max Runway,Airlines
Small,YHRG,,,,Haddon Rig Airport,-31.469(S),147.895(E),,
Small,YTUA,,,,Triabunna Airport,-42.514(S),147.898(E),,
Small,YMIT,,MTQ,,MITCHELL,-26.483(S),147.937(E),4675 ft,
Small,YLAG,,,,Lagoon Bay Airport,-42.885(S),147.953(E),,
Small,YLKE,,,,Lakes Entrance Airport,-37.853(S),147.958(E),,
Small,YELG,,,,Elengerah Airport,-31.850(S),147.983(E),,
Medium,YLRD,,LHG,,LIGHTNING RIDGE,-29.457(S),147.984(E),4613 ft,
Small,YLET,,,,Lakes Entrance Airport,-37.879(S),147.987(E),,
Small,YTGI,,,,Trangie Airport,-31.967(S),148.000(E),,
Small,YGRL,,,,Great Lakes Vi Airport,-37.842(S),148.000(E),,
Small,YCBN,,CBI,,Cape Barren Island Airport,-40.392(S),148.017(E),,
Medium,YCTM,,CMD,,COOTAMUNDRA,-34.624(S),148.028(E),4682 ft,
Small,YSWA,,,,Swansea Airport,-42.102(S),148.068(E),,
Small,YDAR,,,,Darlington Airport,-42.573(S),148.069(E),,
Small,YSPI,,,,Springsure Airport,-24.128(S),148.075(E),,
Small,YTGV,,,,The Grove Airport,-34.686(S),148.104(E),,
Small,YKHA,,,,Khancoban Airport,-36.216(S),148.114(E),,
Medium,YWLG,,WGE,,WALGETT,-30.033(S),148.126(E),5335 ft,
Small,YCKD,,,,Clarke Island Airport,-40.517(S),148.133(E),,
Small,YEUL,,,,Eulalia Airport,-31.033(S),148.175(E),,
Small,YGLN,,,,Glencoe Airport,-31.617(S),148.200(E),,
Small,YPKH,,,,Peak Hill Airport,-32.750(S),148.200(E),,
Small,YBWN,,ZBO,,Bowen Airport,-20.018(S),148.215(E),,
Medium,YDBI,,DRN,,DIRRANBANDI,-28.592(S),148.217(E),3993 ft,
Medium,YNRM,,QRM,,NARROMINE,-32.215(S),148.225(E),4990 ft,
Medium,YTMU,,TUM,,TUMUT,-35.263(S),148.241(E),3478 ft,
Medium,YYNG,,NGA,,YOUNG,-34.256(S),148.248(E),4003 ft,
Small,YLDB,,,,Lady Barron (Flinders Is) Airport,-40.200(S),148.250(E),,
Small,YFRI,,,,Friendly Beaches Airport,-42.000(S),148.259(E),,
Small,YSTH,,HLS,,St Helens Airport,-41.337(S),148.282(E),,
Small,YTBG,,,,Talbingo Airport,-35.583(S),148.283(E),,
Medium,YDYS,,DYA,,DYSART,-22.622(S),148.364(E),5085 ft,
Medium,YCNM,,CNB,,COONAMBLE,-30.983(S),148.376(E),5010 ft,1
Small,YHAE,,,,Harden Airport,-34.557(S),148.388(E),,
Small,YGTP,,,,Greenthorpe Airport,-33.983(S),148.417(E),,
Small,YHAB,,,,Hideaway Bay Airport,-20.117(S),148.433(E),,
Small,YCSL,,,,Consuelo Airport,-24.633(S),148.467(E),,
Small,YOAY,,,,Oaky Creek Airport,-23.060(S),148.495(E),,
Small,YBUA,,,,Bundarra Airport,-21.967(S),148.533(E),,
Small,YKUY,,,,Kurray Airport,-28.220(S),148.578(E),,
Small,YCBR,,CRB,,Collarenebri Airport,-29.522(S),148.582(E),,
Small,YSGE,,SGO,,ST GEORGE,-28.050(S),148.595(E),4987 ft,1
Small,YJIN,,QJD,,Jindabyne Airport,-36.427(S),148.602(E),,
Small,YORB,,RBS,,Orbost Airport,-37.790(S),148.610(E),,
Small,YRLL,,,,Rolleston Airport,-24.462(S),148.632(E),,
Small,YGIL,,,,Gilgandra Airport,-31.703(S),148.638(E),,
Medium,YCWR,,CWT,,COWRA,-33.845(S),148.649(E),5348 ft,
Small,YCWW,,,,Canowindra Airport,-33.543(S),148.663(E),,
Small,YWJS,,,,Wee Jasper Airport,-35.262(S),148.667(E),,
Small,YACI,,,,Arcadia Airport,-25.200(S),148.683(E),,
Small,YMMU,,MMM,,MIDDLEMOUNT,-22.802(S),148.705(E),5085 ft,1
Small,YFVW,,,,Fairview Airport,-32.789(S),148.720(E),,
Small,YCLM,,,,Collymongle Airport,-29.453(S),148.743(E),,
Small,YCUA,,CUG,,Cudal Airport,-33.278(S),148.763(E),,
Small,YADI,,,,Adaminaby Airport,-35.998(S),148.796(E),,
Small,YADY,,,,Adaminaby Airport,-35.983(S),148.800(E),,
Medium,YBTR,,BLT,,BLACKWATER,-23.603(S),148.807(E),5023 ft,
Small,YPLG,,,,Pilliga Airport,-30.367(S),148.883(E),,
Small,YTWN,,,,Tooraweenah Airport,-31.442(S),148.900(E),,
Small,YDEG,,,,Delegate Airport,-37.061(S),148.942(E),,
Small,YBRJ,,,,Burren Junction Airport,-30.158(S),148.975(E),,
Small,YRUG,,,,Rugby Airport,-34.392(S),148.975(E),,
Small,YWEL,,,,Wellington Airport,-32.467(S),148.983(E),,
Small,YASS,,,,Bakblok Airport,-34.887(S),149.015(E),,
Small,YYBE,,,,Yarrabee Mine Airport,-23.267(S),149.017(E),,
Small,YYAS,,,,Yass Airport,-34.830(S),149.042(E),,
Small,YMGI,,,,MUNGINDI,-28.967(S),149.058(E),4606 ft,
Small,YPYA,,,,Palmyra Airstrip,-21.212(S),149.077(E),,
Small,YSRT,,,,Surat Airport,-27.150(S),149.083(E),,
Small,YBAD,,,,Baradine Airport,-30.955(S),149.092(E),,
Closed,YWLE,,,,Williamsdale Airport,-35.559(S),149.130(E),,
Small,YBUY,,,,Bunyan Airfield,-36.134(S),149.132(E),,
Small,YPFT,,,,Cooma/Polo Flat (Unlic) Airport,-36.230(S),149.150(E),,
Small,YCNR,,,,Cann River Airport,-37.517(S),149.167(E),,
Small,YBOM,,,,Bombala Airport,-36.905(S),149.182(E),,
Small,YGDO,,,,Gundaroo Airport,-35.050(S),149.256(E),,
Small,YTUG,,,,Trugananni Airport,-24.467(S),149.267(E),,
Medium,YCBB,,COJ,,COONABARABRAN,-31.332(S),149.267(E),4987 ft,
Small,YBPI,,BMP,,Brampton Island Airport,-20.803(S),149.270(E),,
Small,YBID,,,,Binda,-34.303(S),149.360(E),,
Small,YWWA,,WEW,,Wee Waa Airport,-30.258(S),149.408(E),,
Closed,YWDR,,,,Winderadeen ALA,-34.939(S),149.410(E),,
Small,YBCL,,,,Boolcarrol Station Airport,-30.050(S),149.417(E),,
Small,YCLT,,,,Collector Airport,-34.883(S),149.417(E),,
Small,YKIU,,,,Kaiuroo Airport,-23.089(S),149.432(E),,
Small,YGAH,,,,Greenbah Airport,-30.126(S),149.435(E),,
Small,YCRL,,,,Crookwell Airport,-34.500(S),149.450(E),,
Small,YTOG,,,,Togo Station Airport,-30.082(S),149.532(E),,
Small,YBMI,,,,Boomi Airport,-28.733(S),149.583(E),,
Small,YCAH,,CLH,,Coolah Airport,-31.773(S),149.610(E),,
Small,YDLC,,,,Dulacca Airport,-26.633(S),149.717(E),,
Small,YMCO,,XMC,,Mallacoota Airport,-37.598(S),149.720(E),,
Medium,YGLB,,GUL,,GOULBURN,-34.810(S),149.726(E),4209 ft,
Small,YTLG,,,,Taralga Grathawa Airport,-34.289(S),149.782(E),,
Small,YTMS,,,,Tambar Springs Airport,-31.315(S),149.847(E),,
Small,YBAO,,,,Braidwood Airport,-35.450(S),149.850(E),,
Small,YGBO,,,,Gabo Island Airport,-37.567(S),149.900(E),,
Small,YTAM,,XTO,,Taroom Airport,-25.802(S),149.900(E),,1
Small,YPRE,,,,Premer Betoota Airport,-31.477(S),149.903(E),,
Small,YMEY,,,,Mullaley Airport,-31.100(S),149.917(E),,
Small,YGOV,,,,Gabo Is aAd sSte Airport,-37.570(S),149.918(E),,
Small,YLMB,,,,Lambrook Airport,-31.100(S),149.933(E),,
Small,YCSI,,,,Cassilis Rotherw Airport,-32.002(S),149.961(E),,
Small,YMOU,,,,Moura Airport,-24.612(S),149.995(E),,
Small,YHOY,,,,Hollins Bay Airport,-22.267(S),150.033(E),,
Small,YBOG,,,,Boggabri Airport,-30.717(S),150.050(E),,
Small,YTDR,,TDR,,Theodore Airport,-24.993(S),150.093(E),,
Closed,YBIK,,,,Bindook NDB,-34.167(S),150.100(E),,
Small,YMLS,,WLE,,Miles Airport,-26.808(S),150.175(E),,3
Small,YWIS,,,,WILLIAMSON,-22.473(S),150.178(E),5928 ft,
Small,YBVL,,,,Blackville Airport,-31.583(S),150.183(E),,
Small,YBGY,,,,Biniguy Airport,-29.505(S),150.192(E),,
Medium,YGDH,,GUH,,GUNNEDAH,-30.961(S),150.251(E),5400 ft,
Small,YGDI,,GOO,,GOONDIWINDI,-28.521(S),150.320(E),4396 ft,
Small,YKAT,,,,Katoomba Airport,-33.668(S),150.323(E),,
Small,YUPH,,,,Upper Horton Wyl Airport,-30.105(S),150.404(E),,
Small,YTAA,,XTR,,Tara Airport,-27.157(S),150.477(E),,
Small,YMIG,,,,Mittagong Airport,-34.467(S),150.500(E),,
Small,YQDI,,UIR,,QUIRINDI,-31.491(S),150.514(E),3629 ft,
Small,YBZA,,,,Breeza Airport,-31.317(S),150.517(E),,
Small,YKEP,,,,Lake Keepit Airport,-30.891(S),150.526(E),,
Small,YBIA,,,,Bingara Airport,-29.800(S),150.533(E),,
Small,YWRL,,,,Warialda Airport,-29.533(S),150.533(E),,
Medium,YSNW,,NOA,,NOWRA,-34.949(S),150.537(E),6870 ft,
Small,YOAS,,,,The Oaks Airport,-34.084(S),150.559(E),,
Small,YBBA,,,,Barraba Airport,-30.383(S),150.600(E),,
Medium,YCCA,,CCL,,CHINCHILLA,-26.775(S),150.617(E),3497 ft,1
Small,YWLX,,,,Wallacia Airport,-33.867(S),150.650(E),,
Small,YWIO,,,,Wilton Airport,-34.233(S),150.667(E),,
Medium,YSCN,,CDU,,CAMDEN,-34.040(S),150.687(E),4804 ft,
Small,YCNX,,,,Cooranga Airport,-29.067(S),150.767(E),,
Medium,YWOL,,WOL,,WOLLONGONG,-34.561(S),150.789(E),5967 ft,
Small,YWBN,,,,Wedderburn Airport,-34.187(S),150.805(E),,
Small,YEMP,,,,Emu Park Airport,-23.257(S),150.813(E),,
Small,YSCO,,NSO,,SCONE,-32.037(S),150.832(E),4606 ft,
Closed,YHOX,,,,HOXTON PARK,-33.910(S),150.852(E),3602 ft,
Small,YWBH,,,,Wallabadah Airport,-31.533(S),150.867(E),,
Small,YDNR,,,,Dunmore Manila Airport,-30.658(S),150.875(E),,
Small,YGGO,,,,Goonoo Goonoo Airport,-31.317(S),150.917(E),,
Small,YSHW,,,,Holsworthy (Military) Airport,-33.995(S),150.952(E),,
Small,YASF,,,,Ashford Airport,-29.317(S),151.050(E),,
Small,YMTO,,MNQ,,MONTO,-24.886(S),151.100(E),4301 ft,
Small,YWOM,,,,Woolomin Airport,-31.317(S),151.133(E),,
Closed,YMQD,,,,Mount Mcquoid NDB,-33.110(S),151.138(E),,
Small,YINO,,,,Inverell North Airport,-29.767(S),151.167(E),,
Closed,YCAA,,,,Calga NDB,-33.403(S),151.212(E),,
Small,YLYD,,,,Lyndley Airport,-26.833(S),151.233(E),,
Small,YDAY,,DBY,,DALBY,-27.155(S),151.267(E),4160 ft,
Small,YMMN,,,,Millmerran Airport,-27.863(S),151.275(E),,
Small,YMDA,,,,Mundubbera Airport,-25.592(S),151.317(E),,
Small,YEES,,,,Elderslie Airport,-32.600(S),151.340(E),,
Small,YCNK,,CES,,CESSNOCK,-32.788(S),151.342(E),3600 ft,
Small,YMSO,,,,Mount Sandon Airport,-31.390(S),151.410(E),,
Small,YHCT,,,,Heathcote Emergency Airport,-31.240(S),151.432(E),,
Closed,YOOB,,,,Cooranbong Airport,-33.060(S),151.462(E),,
Small,YMND,,MTL,,MAITLAND,-32.703(S),151.488(E),3786 ft,
Small,YWCH,,WLC,,Walcha Airport,-31.000(S),151.567(E),,
Small,YGAY,,GAH,,GAYNDAH,-25.614(S),151.619(E),4150 ft,
Small,YPWH,,,,Pittsworth Airport,-27.721(S),151.633(E),,
Small,YKEL,,,,Kelvin Station Airport,-30.655(S),151.638(E),,
Small,YPEC,,BEO,,Lake Macquarie Airport,-33.067(S),151.648(E),,
Medium,YGLI,,GLI,,GLEN INNES,-29.675(S),151.689(E),4915 ft,
Medium,YBOK,,OKY,,OAKEY,-27.411(S),151.735(E),5410 ft,
Small,YWVL,,,,Woodville Airport,-30.416(S),151.755(E),,
Medium,YKRY,,KGY,,KINGAROY,-26.581(S),151.841(E),5249 ft,
Small,YCFN,,,,Clifton Airport,-27.928(S),151.847(E),,
Small,YWND,,WDI,,Wondai Airport,-26.283(S),151.858(E),,
Medium,YTWB,,TWB,,TOOWOOMBA,-27.543(S),151.916(E),3678 ft,
Small,YMUA,,,,Monduran Airport,-24.875(S),151.917(E),,
Small,YWCK,,WAZ,,WARWICK,-28.149(S),151.943(E),5380 ft,
Small,YGCR,,,,Gloucester Airport,-32.050(S),151.983(E),,
Small,YNAN,,,,Nanango Airport,-26.690(S),151.983(E),,
Small,YSPE,,SNH,,STANTHORPE,-28.620(S),151.991(E),5597 ft,
Small,YBIN,,,,Biggenden Airport,-25.525(S),152.050(E),,
Small,YWMM,,,,Wollomombi Airport,-30.533(S),152.083(E),,
Small,YCDS,,,,Childers Airport,-25.253(S),152.335(E),,
Small,YWSG,,,,Watts Bridge Airport,-27.098(S),152.460(E),,
Small,YBCM,,,,Coominya,-27.391(S),152.467(E),,
Small,YFST,,FOT,,Forster (Wallis Is) Airport,-32.204(S),152.479(E),,
Small,YTNC,,,,Tuncurry Airport,-32.150(S),152.483(E),,
Small,YPAC,,,,Pacific Haven Airport,-25.237(S),152.543(E),,
Small,YOBR,,,,Old Bar Heritage Airport,-31.965(S),152.591(E),,
Small,YBOA,,,,Boonah Airport,-28.017(S),152.682(E),,
Small,YGYM,,GYP,,GYMPIE,-26.283(S),152.702(E),4600 ft,
Small,YMYB,,MBH,,MARYBOROUGH,-25.513(S),152.715(E),5207 ft,
Small,YCMH,,,,Camden Haven Airport,-31.665(S),152.742(E),,
Medium,YKMP,,KPS,,KEMPSEY,-31.074(S),152.770(E),5413 ft,
Small,YKBN,,,,Kooralbyn Airport,-28.090(S),152.845(E),,
Closed,YBML,,,,Bromelton Airport,-27.968(S),152.900(E),,
Small,YSGR,,,,South Grafton Airport,-29.708(S),152.928(E),,
Small,YCAB,,,,Caboolture Airport,-27.083(S),152.983(E),,
Small,YCXA,,,,Cooloola Village Airpark,-25.975(S),153.000(E),,
Medium,YGFN,,GFN,,GRAFTON,-29.759(S),153.030(E),5607 ft,1
Small,YNSH,,NSV,,Noosa Airport,-26.423(S),153.063(E),,
Small,YCAS,,CSI,,CASINO,-28.883(S),153.067(E),3609 ft,
Small,YRBB,,,,Rainbow Beach Airport,-25.833(S),153.067(E),,
Small,YCDR,,CUD,,Caloundra Airport,-26.800(S),153.100(E),,
Small,LGRS,,,,Logan Reserve Airport,-27.708(S),153.105(E),,
Small,YPLI,,,,Palmers Island/Yamba Airport,-29.446(S),153.267(E),,
Small,YJCW,,,,Jacobs Well Airport,-27.762(S),153.335(E),,
Small,YTGA,,TAN,,Tangalooma Airport,-27.130(S),153.363(E),,
Small,YSPT,,SHQ,,Southport Airport,-27.915(S),153.373(E),,
Small,YXTA,,,,Tangalooma Resort Airport,-27.200(S),153.383(E),,
Small,YMUR,,,,Murwillumbah Airport,-28.332(S),153.413(E),,
Small,YEVD,,EVH,,EVANS HEAD,-29.093(S),153.420(E),4144 ft,
Small,,,,,Kooringal Airstrip,-27.346(S),153.426(E),,
Small,YTYH,,,,Tyagarah Airport,-28.595(S),153.551(E),,
Small,,,,Abrolhos,Abrolhos East Wallabi Island Airport,-28.438(S),113.736(E),,
Medium,YPAD,,ADL,Adelaide,ADELAIDE INTL,-34.945(S),138.531(E),10171 ft,23
Medium,YPED,,,Adelaide,EDINBURGH,-34.703(S),138.621(E),8399 ft,
Small,YPPF,,,Adelaide,ADELAIDE PARAFIELD,-34.793(S),138.633(E),4429 ft,
Small,YAWT,,,Agnes Water,Agnes Water Airport,-24.202(S),151.893(E),,
Small,,,AGW,Agnew,Agnew Airport,-12.146(S),142.149(E),,
Small,YSHR,,JHQ,Airlie Beach,Shute Harbour Airport,-20.277(S),148.756(E),,
Medium,YABA,,ALH,Albany,ALBANY,-34.943(S),117.809(E),5906 ft,2
Medium,YMAY,,ABX,Albury,ALBURY,-36.068(S),146.958(E),6234 ft,4
Small,YADG,,,Aldinga,Aldinga Airport,-35.290(S),138.490(E),,
Medium,YBAS,,ASP,Alice Springs,ALICE SPRINGS,-23.807(S),133.902(E),7999 ft,6
Medium,YAPH,,ABH,Alpha,ALPHA,-23.646(S),146.584(E),4777 ft,
Small,YLKN,,LNH,Alpurrurulam,Lake Nash Airport,-20.981(S),137.918(E),,
Small,,,AYD,Alroy Downs,Alroy Downs Airport,-19.291(S),136.079(E),,
Small,,,,Althorpe Islands,Althorpe Lighthouse Airstrip,-35.371(S),136.861(E),,
Closed,,,RCN,American River,American River Airport,-35.757(S),137.776(E),,
Small,,,ANZ,Angus Downs Station,Angus Downs Airport,-25.032(S),132.275(E),,
Small,YTST,,TTX,Anjo Peninsula,TRUSCOTT MUNGALALU,-14.090(S),126.381(E),5643 ft,
Small,,,AGY,Argyle Downs,Argyle Downs Airport,-16.514(S),128.924(E),,
Medium,YARM,,ARM,Armidale,ARMIDALE,-30.528(S),151.617(E),5702 ft,2
Small,YATN,,,Atherton,Atherton Airport,-17.262(S),145.515(E),,
Small,YAUR,,AUU,Aurukun,AURUKUN,-13.354(S),141.721(E),4140 ft,1
Small,,,,Avoca,Avoca Airport,-41.782(S),147.719(E),,
Medium,YAYE,,AYQ,Ayers Rock,AYERS ROCK CONNELLAN,-25.186(S),130.976(E),8527 ft,5
Small,YBGO,,BQW,Balgo,Balgo Hill Airport,-20.148(S),127.973(E),,
Medium,YBNA,,BNK,Ballina,BALLINA BYRON GATEWAY,-28.834(S),153.562(E),6234 ft,5
Small,YBAM,,,Bamaga,BAMAGA INJINOO,-10.951(S),142.459(E),5462 ft,
Small,YBBC,,,Bamboo Creek Gold Mine,Bamboo Creek Airport,-20.945(S),120.165(E),,
Small,,,BYX,Baniyala,Baniyala Airport,-13.198(S),136.227(E),,
Closed,YBAB,,,Baralaba,Baralaba,-24.194(S),149.843(E),,
Medium,YBAR,,BCI,Barcaldine,BARCALDINE,-23.565(S),145.307(E),5591 ft,3
Small,YBYL,,,Baryulgil,Baryulgil Airstrip,-29.218(S),152.616(E),,
Small,YNMN,,NMP,Basalt,New Moon Airport,-19.200(S),145.773(E),,
Small,,,BVW,Batavia Downs,[Duplicate] Batavia Downs Airport,-12.659(S),142.675(E),,
Medium,YBTH,,BHS,Bathurst,BATHURST,-33.409(S),149.652(E),5594 ft,1
Small,YBGB,,BEE,Beagle Bay,Beagle Bay Airport,-17.017(S),122.646(E),,
Closed,YBER,,,Berwick,Berwick Airport,-38.040(S),145.336(E),,
Small,,,BCZ,Bickerton Island,Milyakburra Airport,-13.781(S),136.202(E),,
Small,YBBE,,BBE,Big Bell,Big Bell Airport,-27.329(S),117.673(E),,
Medium,YTNG,,THG,Biloela,THANGOOL,-24.494(S),150.576(E),4993 ft,2
Medium,YBCK,,BKQ,Blackall,BLACKALL,-24.428(S),145.429(E),5538 ft,2
Closed,YBMD,,BFC,Bloomfield,Bloomfield River Airport,-15.874(S),145.330(E),,
Closed,YBWR,,BCK,Bolwarra,Bolwarra Airport,-17.388(S),144.169(E),,
Small,YBOV,,,Border Village,Border Village Airport,-31.639(S),129.012(E),,
Small,YBOR,,,Bordertown,Bordertown Airport,-36.265(S),140.712(E),,
Small,,,,Bremer Bay,Bremer Bay Airport,-34.381(S),119.332(E),,
Small,YBAF,,,Brisbane,BRISBANE ARCHERFIELD,-27.570(S),153.008(E),4859 ft,
Large,YBBN,,BNE,Brisbane,BRISBANE INTL,-27.384(S),153.118(E),11680 ft,38
Medium,YBHI,,BHQ,Broken Hill,BROKEN HILL,-32.001(S),141.472(E),8251 ft,1
Medium,YBRM,,BME,Broome,BROOME INTL,-17.945(S),122.232(E),7769 ft,5
Medium,YPEA,,,Bullsbrook,PEARCE,-31.668(S),116.015(E),8002 ft,
Small,YDEA,,,Bulman,Delara Airfield,-13.669(S),134.291(E),,
Medium,YBUD,,BDB,Bundaberg,BUNDABERG,-24.904(S),152.319(E),5030 ft,4
Small,YBUU,,,Bungle Bungle,Bungle Bungle Airport,-17.545(S),128.307(E),,
Medium,YWYY,,BWT,Burnie,WYNYARD,-40.999(S),145.731(E),5413 ft,4
Small,YCUR,,,Cabramurra Township,Cabramurra Airport,-35.927(S),148.393(E),,
Medium,YBCS,,CNS,Cairns,CAIRNS INTL,-16.886(S),145.755(E),10489 ft,26
Large,YSCB,,CBR,Canberra,CANBERRA,-35.307(S),149.195(E),8802 ft,10
Small,YCAN,,,Cannon Hill,Cannon Hill Community Airport,-12.355(S),132.945(E),,
Small,YCBE,,CBY,Canobie,Canobie Airport,-19.479(S),140.927(E),,
Closed,YCFL,,CQP,Cape Flattery,Cape Flattery Airport,-14.971(S),145.312(E),,
Small,YCEL,,,Capella,Capella Airport,-23.100(S),148.033(E),,
Small,,,CRY,Carlton Hill,Carlton Hill Airport,-15.502(S),128.534(E),,
Medium,YCAR,,CVQ,Carnarvon,CARNARVON,-24.881(S),113.672(E),5509 ft,1
Small,YCPN,,CFP,Carpentaria Downs,Carpentaria Downs Airport,-18.717(S),144.317(E),,
Small,YRBN,,,Carrington Falls,Robertson Airstrip,-34.645(S),150.642(E),,
Closed,YCAC,,CTR,Cattle Creek,Cattle Creek Airport,-17.607(S),131.549(E),,
Medium,YBCV,,CTL,Charleville,CHARLEVILLE,-26.413(S),146.262(E),5000 ft,3
Small,YCHB,,CRH,Cherrabah Homestead Resort,Cherrabah Airport,-28.430(S),152.089(E),,
Small,,,,Chittering,Chittering Airstrip,-31.521(S),116.147(E),,
Small,YCRK,,CXQ,Christmas Creek,Christmas Creek Station Airport,-18.873(S),125.934(E),,
Small,YCHK,,CKW,Christmas Creek Mine,Graeme Rowley Aerodrome,-22.354(S),119.643(E),,1
Small,YCVA,,,Clare,Clare Valley Aerodrome,-33.711(S),138.587(E),,
Small,YCFH,,CFH,Clifton Hills,Clifton Hills Airport,-27.018(S),138.892(E),,
Medium,YCCY,,CNJ,Cloncurry,CLONCURRY,-20.669(S),140.504(E),6562 ft,4
Small,YFDF,,KFE,Cloudbreak Village,Fortescue - Dave Forrest Aerodrome,-22.291(S),119.437(E),,3
Medium,YCOE,,CUQ,Coen,COEN,-13.761(S),143.114(E),4107 ft,1
Medium,YSCH,,,Coffs Harbour,COFFS HARBOUR,-30.321(S),153.116(E),6824 ft,
Small,YCEM,,,Coldstream,Coldstream Airport,-37.728(S),145.408(E),,
Small,YCOI,,CIE,Collie,Collie Airport,-33.367(S),116.217(E),,
Small,YCWY,,COY,Coolawanyah Station,Coolawanyah Airport,-21.795(S),117.755(E),,
Small,,,COB,Coolibah,Coolibah Airport,-15.548(S),130.962(E),,
Medium,YCOM,,OOM,Cooma,COOMA SNOWY MOUNTAINS,-36.301(S),148.974(E),6955 ft,1
Small,YCWA,,CJF,Coondewanna,Coondewanna Airport,-22.967(S),118.813(E),,
Small,,,CRJ,Coorabie,Coorabie Airport,-31.894(S),132.296(E),,
Small,YCOD,,ODL,Cordillo Downs,Cordillo Downs Airport,-26.745(S),140.638(E),,
Small,,,CSD,Cresswell Downs,Cresswell Downs Airport,-17.948(S),135.916(E),,
Small,YDLW,,DYW,Daly Waters,Daly Waters Airport,-16.265(S),133.383(E),,
Small,YDNI,,NLF,Darnley Island,Darnley Island Airport,-9.583(S),143.767(E),,1
Medium,YPDN,,DRW,Darwin,DARWIN INTL,-12.415(S),130.877(E),11004 ft,15
Small,,,,Delatite,Delatite Airstrip,-37.145(S),146.159(E),,
Medium,YSHK,,MJK,Denham,SHARK BAY,-25.894(S),113.577(E),5545 ft,1
Medium,YDLQ,,DNQ,Deniliquin,DENILIQUIN,-35.559(S),144.946(E),3999 ft,
Small,YDEK,,,Denmark,Denmark Airport,-34.945(S),117.397(E),,
Small,,,,"Dept. of Conservation, Karijini National Park (08 9189 8157)",Karijini National Park,-22.487(S),118.468(E),,
Medium,YDPO,,DPO,Devonport,DEVONPORT,-41.170(S),146.430(E),6030 ft,2
Small,,,DYM,Diamantina Lakes,Diamantina Lakes Airport,-23.762(S),141.145(E),,
Small,,,,Dingo,Dingo Airstrip,-23.655(S),149.338(E),,
Small,YDOR,,DRD,Dorunda Outstation,Dorunda Airport,-16.554(S),141.824(E),,
Small,YDDF,,DFP,Drumduff,Drumduff Airport,-16.053(S),143.012(E),,
Small,YDRG,,,Duaringa,Duaringa Airstrip,-23.737(S),149.665(E),,
Medium,YSDU,,DBO,Dubbo,DUBBO,-32.217(S),148.575(E),5604 ft,6
Small,YDLK,,DLK,Dulkaninna,Dulkaninna Airport,-29.013(S),138.481(E),,
Small,YDKI,,DKI,Dunk Island,Dunk Island Airport,-17.942(S),146.140(E),,1
Small,,,,Dwellingup,Dwellingup Airstrip,-32.693(S),116.075(E),,
Small,YEIN,,EIH,Einasleigh,Einasleigh Airport,-18.503(S),144.094(E),,
Medium,YELD,,ELC,Elcho Island,ELCHO ISLAND,-12.019(S),135.571(E),4724 ft,1
Small,,,,Elkedra,[Duplicate] Elkedra Airport,-21.172(S),135.444(E),,
Small,YELL,,,Elliott,Elliott Airport,-17.527(S),133.530(E),,
Small,YESE,,ERQ,Elrose Mine,Elrose Airport,-20.976(S),141.007(E),,
Medium,YEML,,EMD,Emerald,EMERALD,-23.567(S),148.179(E),6234 ft,5
Small,YEEB,,ENB,Eneabba,Eneabba Airport,-29.833(S),115.246(E),,
Small,,,,Erldunda,[Duplicate] Erldunda Airport,-25.206(S),133.254(E),,
Medium,YESP,,EPR,Esperance,ESPERANCE,-33.684(S),121.823(E),4921 ft,1
Small,YEDA,,ETD,Etadunna,Etadunna Airport,-28.741(S),138.589(E),,
Small,YEUA,,,Euroa,Euroa Aerodrome,-36.745(S),145.513(E),,
Small,YEVA,,EVD,Eva Downs,Eva Downs Airport,-18.001(S),134.863(E),,
Medium,YPLM,,LEA,Exmouth,LEARMONTH,-22.236(S),114.089(E),9997 ft,3
Small,YFNE,,FIK,Finke,Finke Airport,-25.595(S),134.583(E),,
Small,YFSK,,,Fiskville,Fiskville Airport,-37.678(S),144.221(E),,
Small,YFLI,,FLS,Flinders Island,Flinders Island Airport,-40.092(S),147.993(E),,1
Medium,YFBS,,FRB,"Forbes,",FORBES,-33.364(S),147.935(E),4029 ft,
Small,YFRV,,FVR,Forrest River Mission,Oombulgurri Airport,-15.165(S),127.840(E),,
Small,,,FSL,Fossil Downs Station,Fossil Downs Airport,-18.132(S),125.787(E),,
Small,YFRK,,,Frankland River Grazing co,Frankland Airport,-34.423(S),117.026(E),,
Small,,,,Frankland Valley Vineyard or Ferngrove Winery,Frankland Valley Vineyard,-34.348(S),116.952(E),,
Small,,,,Fraser Island,Toby's Gap Airstrip,-25.589(S),153.065(E),,
Small,YGSC,,GSC,Gascoyne Junction,Gascoyne Junction Airport,-25.055(S),115.203(E),,
Closed,YGAT,,,Gatton,Gatton Campus Airport,-27.560(S),152.340(E),,
Medium,YGEL,,GET,Geraldton,GERALDTON,-28.796(S),114.707(E),6499 ft,5
Small,,,,Geraldton,Valley View,-28.699(S),114.911(E),,
Closed,YWMD,,,Gillieston Heights,West Maitland Airport,-32.757(S),151.530(E),,
Small,YGIA,,GBW,Ginbata,Ginbata Airport,-22.581(S),120.036(E),,
Medium,YGLA,,GLT,Gladstone,GLADSTONE,-23.870(S),151.223(E),5364 ft,5
Medium,YBCG,,OOL,Gold Coast,GOLD COAST,-28.164(S),153.505(E),6699 ft,14
Small,,,,Goondiwindi,Boggabilla Airstrip,-28.617(S),150.332(E),,
